id,skills,location,certification,education,skill_level,work_preference,experience
732,nursing,Houston,ACLS NRP,Doctorate,intermediate,part-time,4
733,nursing,Houston,BLS PALS ACLS NRP CPR,Doctorate,entry-level,full-time,11
734,nursing,Philadelphia,PALS CPR NRP,Doctorate,entry-level,full-time,5
735,nursing,New York,CPR BLS ACLS PALS,Doctorate,entry-level,full-time,15
736,nursing,Los Angeles,PALS,Doctorate,intermediate,part-time,24
737,nursing,Los Angeles,ACLS BLS,Doctorate,advanced,full-time,7
738,nursing,Houston,ACLS,Doctorate,intermediate,part-time,19
739,nursing,New York,CPR ACLS,Doctorate,advanced,full-time,27
740,nursing,Los Angeles,CPR ACLS BLS NRP,Doctorate,entry-level,full-time,13
741,nursing,Chicago,PALS NRP BLS,Doctorate,entry-level,part-time,12
742,nursing,Houston,CPR PALS ACLS BLS,Doctorate,entry-level,part-time,23
743,nursing,New York,NRP ACLS BLS CPR,Doctorate,intermediate,part-time,29
744,nursing,Houston,ACLS NRP,Doctorate,advanced,day shift,30
745,nursing,Los Angeles,BLS ACLS CPR PALS NRP,Doctorate,entry-level,full-time,2
746,nursing,Philadelphia,CPR NRP ACLS BLS,Doctorate,entry-level,part-time,27
747,nursing,Los Angeles,CPR BLS PALS NRP,Doctorate,entry-level,night shift,16
748,nursing,New York,NRP PALS ACLS BLS,Doctorate,intermediate,part-time,26
749,nursing,Houston,CPR NRP BLS,Doctorate,intermediate,day shift,17
750,nursing,Chicago,NRP ACLS PALS CPR,Doctorate,entry-level,day shift,6
751,nursing,Los Angeles,PALS,Doctorate,intermediate,night shift,8
752,nursing,Philadelphia,PALS,Doctorate,intermediate,day shift,20
753,nursing,Houston,CPR NRP PALS,Doctorate,advanced,part-time,2
754,nursing,Los Angeles,PALS,Doctorate,intermediate,part-time,2
755,nursing,Chicago,ACLS PALS NRP,Doctorate,advanced,part-time,6
756,nursing,New York,BLS NRP PALS,Doctorate,entry-level,full-time,24
757,nursing,Los Angeles,NRP CPR ACLS,Doctorate,advanced,full-time,14
758,nursing,Los Angeles,NRP PALS CPR ACLS BLS,Doctorate,advanced,part-time,18
759,nursing,Los Angeles,PALS NRP BLS CPR,Doctorate,intermediate,night shift,15
760,nursing,Chicago,NRP,Doctorate,intermediate,day shift,5
761,nursing,Chicago,PALS BLS NRP,Doctorate,intermediate,part-time,23
762,nursing,Philadelphia,BLS PALS CPR,Doctorate,intermediate,part-time,5
763,nursing,New York,PALS,Doctorate,intermediate,part-time,28
764,nursing,Houston,NRP ACLS PALS BLS CPR,Doctorate,entry-level,full-time,9
765,nursing,Los Angeles,CPR NRP PALS,Doctorate,intermediate,night shift,29
766,nursing,Philadelphia,BLS,Doctorate,intermediate,day shift,25
767,nursing,Chicago,PALS BLS NRP ACLS CPR,Doctorate,intermediate,part-time,2
768,nursing,Philadelphia,PALS NRP,Doctorate,intermediate,part-time,26
769,nursing,Los Angeles,CPR ACLS NRP BLS PALS,Doctorate,intermediate,full-time,25
770,nursing,Philadelphia,BLS,Doctorate,intermediate,day shift,14
771,nursing,Philadelphia,CPR PALS NRP ACLS BLS,Doctorate,advanced,night shift,26
772,nursing,Los Angeles,BLS NRP ACLS CPR,Doctorate,intermediate,night shift,18
773,nursing,New York,CPR BLS NRP,Doctorate,advanced,part-time,1
774,nursing,Los Angeles,ACLS CPR,Doctorate,advanced,night shift,14
775,nursing,Los Angeles,PALS,Doctorate,entry-level,night shift,21
776,nursing,Philadelphia,PALS BLS,Doctorate,intermediate,full-time,15
777,nursing,Los Angeles,CPR NRP ACLS,Doctorate,intermediate,part-time,13
778,nursing,Los Angeles,BLS PALS ACLS NRP CPR,Doctorate,advanced,day shift,27
779,nursing,New York,BLS NRP ACLS,Doctorate,advanced,night shift,3
780,nursing,Los Angeles,BLS ACLS NRP PALS,Doctorate,intermediate,night shift,15
781,nursing,Houston,PALS,Doctorate,advanced,night shift,2
782,nursing,Chicago,BLS PALS ACLS CPR,Doctorate,entry-level,day shift,18
783,nursing,Chicago,CPR,Doctorate,entry-level,day shift,18
784,nursing,New York,NRP ACLS BLS,Doctorate,intermediate,part-time,27
785,nursing,Los Angeles,NRP,Doctorate,intermediate,full-time,13
786,nursing,Houston,ACLS CPR,Doctorate,intermediate,part-time,10
787,nursing,Houston,ACLS CPR BLS NRP,Doctorate,entry-level,night shift,26
788,nursing,Chicago,ACLS,Doctorate,entry-level,night shift,9
789,nursing,Chicago,CPR,Doctorate,advanced,full-time,20
790,nursing,Houston,ACLS,Doctorate,intermediate,day shift,28
791,nursing,New York,NRP,Doctorate,intermediate,part-time,18
792,nursing,Los Angeles,CPR BLS NRP,Doctorate,advanced,full-time,11
793,nursing,Los Angeles,ACLS NRP PALS CPR,Doctorate,intermediate,day shift,24
794,nursing,Houston,ACLS PALS BLS NRP,Doctorate,entry-level,part-time,12
795,nursing,Los Angeles,ACLS PALS NRP,Doctorate,intermediate,night shift,5
796,nursing,New York,NRP,Doctorate,advanced,day shift,13
797,nursing,Philadelphia,BLS ACLS CPR NRP,Doctorate,intermediate,night shift,22
798,nursing,Philadelphia,CPR BLS PALS,Doctorate,intermediate,full-time,8
799,nursing,Los Angeles,ACLS,Doctorate,intermediate,day shift,18
800,nursing,Chicago,BLS ACLS CPR,Doctorate,intermediate,part-time,2
801,nursing,Houston,NRP PALS,Doctorate,intermediate,day shift,2
802,nursing,New York,ACLS CPR NRP,Doctorate,intermediate,part-time,1
803,nursing,Los Angeles,PALS NRP ACLS BLS CPR,Doctorate,advanced,day shift,12
804,nursing,Chicago,ACLS PALS CPR BLS,Doctorate,entry-level,day shift,28
805,nursing,Philadelphia,BLS CPR PALS,Doctorate,intermediate,full-time,19
806,nursing,Houston,ACLS,Doctorate,advanced,day shift,11
807,nursing,Houston,CPR,Doctorate,advanced,night shift,17
808,nursing,Los Angeles,CPR NRP,Doctorate,advanced,full-time,21
809,nursing,Chicago,BLS,Doctorate,entry-level,night shift,7
810,nursing,Chicago,CPR PALS BLS,Doctorate,entry-level,night shift,27
811,nursing,Los Angeles,CPR,Doctorate,advanced,part-time,26
812,nursing,Houston,ACLS BLS,Doctorate,entry-level,day shift,28
813,nursing,Houston,CPR BLS NRP,Doctorate,intermediate,full-time,16
814,nursing,Philadelphia,NRP PALS CPR ACLS,Doctorate,advanced,day shift,12
815,nursing,Los Angeles,ACLS,Doctorate,entry-level,part-time,7
816,nursing,New York,PALS NRP,Doctorate,intermediate,full-time,16
817,nursing,Chicago,PALS CPR NRP BLS ACLS,Doctorate,intermediate,day shift,5
818,nursing,Philadelphia,ACLS,Doctorate,intermediate,night shift,5
819,nursing,Philadelphia,BLS NRP CPR ACLS,Doctorate,entry-level,day shift,16
820,nursing,Chicago,BLS NRP PALS ACLS,Doctorate,advanced,part-time,18
821,nursing,Chicago,NRP BLS PALS CPR,Doctorate,advanced,day shift,2
822,nursing,Houston,ACLS CPR BLS NRP,Doctorate,advanced,part-time,27
823,nursing,Houston,BLS ACLS CPR,Doctorate,advanced,night shift,19
824,nursing,Philadelphia,CPR PALS NRP,Doctorate,advanced,part-time,21
825,nursing,Philadelphia,ACLS CPR BLS PALS,Doctorate,entry-level,day shift,25
826,nursing,Chicago,PALS NRP ACLS,Doctorate,advanced,part-time,2
827,nursing,Philadelphia,NRP,Doctorate,entry-level,day shift,6
828,nursing,Los Angeles,ACLS NRP,Doctorate,intermediate,night shift,22
829,nursing,Philadelphia,BLS NRP,Doctorate,advanced,full-time,2
830,nursing,Houston,ACLS CPR PALS NRP BLS,Doctorate,intermediate,day shift,14
831,nursing,Chicago,ACLS CPR BLS PALS NRP,Doctorate,entry-level,night shift,8
832,nursing,Los Angeles,CPR NRP PALS,Doctorate,intermediate,day shift,13
833,nursing,Houston,NRP ACLS BLS PALS,Doctorate,entry-level,full-time,18
834,nursing,Los Angeles,CPR NRP PALS,Doctorate,advanced,night shift,18
835,nursing,Houston,BLS,Doctorate,intermediate,part-time,11
836,nursing,Los Angeles,NRP,Doctorate,entry-level,night shift,13
837,nursing,Philadelphia,BLS ACLS,Doctorate,entry-level,night shift,18
838,nursing,Houston,NRP BLS CPR PALS ACLS,Doctorate,advanced,night shift,18
839,nursing,Chicago,NRP CPR BLS ACLS,Doctorate,entry-level,day shift,14
840,nursing,Philadelphia,BLS,Doctorate,entry-level,day shift,26
841,nursing,Philadelphia,NRP ACLS,Doctorate,entry-level,part-time,23
842,nursing,New York,NRP BLS,Doctorate,advanced,full-time,10
843,nursing,Chicago,CPR,Doctorate,entry-level,night shift,25
844,nursing,Los Angeles,NRP PALS CPR,Doctorate,intermediate,night shift,9
845,nursing,Los Angeles,BLS ACLS,Doctorate,advanced,night shift,23
846,nursing,Houston,BLS,Doctorate,advanced,night shift,17
847,nursing,Philadelphia,BLS CPR NRP ACLS PALS,Doctorate,advanced,day shift,20
848,nursing,Philadelphia,NRP,Doctorate,intermediate,full-time,20
849,nursing,Philadelphia,BLS,Doctorate,entry-level,full-time,10
850,nursing,Philadelphia,BLS PALS ACLS CPR NRP,Doctorate,entry-level,full-time,13
851,nursing,Los Angeles,BLS ACLS NRP CPR,Doctorate,entry-level,day shift,10
852,nursing,Los Angeles,NRP PALS,Doctorate,advanced,night shift,16
853,nursing,New York,PALS,Doctorate,intermediate,part-time,15
854,nursing,Houston,PALS NRP,Doctorate,entry-level,full-time,22
855,nursing,Los Angeles,CPR,Doctorate,advanced,day shift,21
856,nursing,Los Angeles,ACLS,Doctorate,entry-level,part-time,11
857,nursing,Houston,CPR BLS ACLS NRP PALS,Doctorate,intermediate,part-time,10
858,nursing,Philadelphia,PALS BLS CPR ACLS,Doctorate,intermediate,day shift,17
859,nursing,Houston,BLS PALS CPR NRP,Doctorate,intermediate,part-time,24
860,nursing,Philadelphia,BLS CPR ACLS NRP PALS,Doctorate,advanced,night shift,15
861,nursing,Los Angeles,PALS,Doctorate,intermediate,night shift,10
862,nursing,Houston,CPR NRP ACLS,Doctorate,intermediate,night shift,28
863,nursing,Chicago,ACLS BLS CPR NRP,Doctorate,intermediate,part-time,5
864,nursing,Los Angeles,PALS CPR ACLS,Doctorate,entry-level,night shift,7
865,nursing,Houston,BLS,Doctorate,intermediate,full-time,24
866,nursing,New York,NRP CPR,Doctorate,intermediate,night shift,9
867,nursing,New York,ACLS NRP PALS BLS,Doctorate,intermediate,night shift,22
868,nursing,Houston,CPR PALS BLS,Doctorate,advanced,night shift,23
869,nursing,Philadelphia,ACLS CPR NRP PALS BLS,Doctorate,entry-level,full-time,1
870,nursing,Los Angeles,NRP PALS ACLS CPR BLS,Doctorate,entry-level,day shift,29
871,nursing,Philadelphia,BLS PALS NRP CPR,Doctorate,entry-level,part-time,21
872,nursing,Philadelphia,ACLS CPR,Doctorate,intermediate,night shift,7
873,nursing,Chicago,BLS PALS,Doctorate,advanced,day shift,5
874,nursing,Chicago,BLS ACLS PALS,Doctorate,entry-level,day shift,17
875,nursing,Houston,NRP ACLS PALS BLS,Doctorate,intermediate,part-time,19
876,nursing,Philadelphia,NRP PALS,Doctorate,intermediate,full-time,4
877,nursing,Philadelphia,NRP PALS,Doctorate,advanced,part-time,7
878,nursing,New York,CPR PALS,Doctorate,intermediate,night shift,18
879,nursing,Los Angeles,PALS,Doctorate,entry-level,night shift,5
880,nursing,Los Angeles,NRP BLS,Doctorate,advanced,full-time,4
881,nursing,Los Angeles,PALS,Doctorate,intermediate,part-time,3
882,nursing,Houston,PALS NRP,Doctorate,entry-level,full-time,6
883,nursing,New York,ACLS PALS BLS CPR NRP,Doctorate,intermediate,night shift,3
884,nursing,Chicago,ACLS CPR BLS,Doctorate,advanced,day shift,17
885,nursing,Houston,ACLS CPR NRP,Doctorate,advanced,day shift,19
886,nursing,Los Angeles,CPR NRP PALS BLS,Doctorate,entry-level,full-time,4
887,nursing,New York,PALS ACLS NRP CPR BLS,Doctorate,advanced,part-time,15
888,nursing,Los Angeles,BLS PALS ACLS CPR,Doctorate,intermediate,full-time,13
889,nursing,Los Angeles,NRP PALS BLS,Doctorate,advanced,day shift,27
890,nursing,Philadelphia,NRP CPR,Doctorate,advanced,day shift,17
891,nursing,Philadelphia,PALS NRP ACLS BLS,Doctorate,intermediate,full-time,13
892,nursing,Philadelphia,CPR PALS ACLS NRP BLS,Doctorate,entry-level,day shift,16
893,nursing,Chicago,PALS BLS CPR ACLS,Doctorate,intermediate,full-time,20
894,nursing,Philadelphia,NRP BLS,Doctorate,intermediate,full-time,3
895,nursing,New York,ACLS,Doctorate,intermediate,part-time,2
896,nursing,New York,NRP BLS CPR PALS,Doctorate,advanced,night shift,10
897,nursing,Chicago,PALS CPR,Doctorate,intermediate,part-time,1
898,nursing,New York,PALS BLS ACLS,Doctorate,entry-level,day shift,25
899,nursing,Los Angeles,CPR BLS,Doctorate,advanced,part-time,16
900,nursing,New York,NRP PALS,Doctorate,intermediate,part-time,13
901,nursing,Chicago,BLS,Doctorate,entry-level,night shift,17
902,nursing,Houston,NRP ACLS CPR BLS PALS,Doctorate,entry-level,day shift,27
903,nursing,Los Angeles,CPR NRP PALS,Doctorate,intermediate,day shift,8
904,nursing,Los Angeles,PALS BLS CPR NRP ACLS,Doctorate,advanced,night shift,30
905,nursing,New York,CPR,Doctorate,intermediate,part-time,26
906,nursing,Chicago,NRP,Doctorate,intermediate,full-time,23
907,nursing,Houston,PALS ACLS CPR,Doctorate,advanced,day shift,20
908,nursing,Houston,ACLS CPR NRP,Doctorate,intermediate,night shift,3
909,nursing,Houston,PALS BLS CPR NRP,Doctorate,advanced,part-time,19
910,nursing,New York,PALS ACLS NRP,Doctorate,entry-level,full-time,30
911,nursing,Houston,PALS CPR BLS NRP ACLS,Doctorate,intermediate,day shift,6
912,nursing,Chicago,CPR NRP PALS ACLS BLS,Doctorate,intermediate,day shift,12
913,nursing,Houston,NRP BLS,Doctorate,entry-level,part-time,7
914,nursing,Chicago,NRP BLS CPR,Doctorate,entry-level,full-time,27
915,nursing,Philadelphia,ACLS NRP,Doctorate,intermediate,night shift,25
916,nursing,Philadelphia,CPR,Doctorate,entry-level,night shift,4
917,nursing,Los Angeles,CPR,Doctorate,advanced,night shift,10
918,nursing,Houston,PALS NRP ACLS,Doctorate,entry-level,night shift,3
919,nursing,Houston,ACLS BLS,Doctorate,entry-level,day shift,27
920,nursing,Philadelphia,ACLS,Doctorate,advanced,part-time,3
921,nursing,Houston,PALS NRP ACLS BLS,Doctorate,advanced,full-time,6
922,nursing,Chicago,NRP PALS,Doctorate,advanced,part-time,21
923,nursing,Philadelphia,BLS ACLS,Doctorate,entry-level,day shift,23
924,nursing,Houston,PALS ACLS NRP,Doctorate,intermediate,full-time,24
925,nursing,Chicago,PALS NRP ACLS,Doctorate,intermediate,night shift,7
926,nursing,Chicago,CPR,Doctorate,entry-level,full-time,30
927,nursing,Houston,CPR NRP BLS ACLS,Doctorate,intermediate,full-time,24
928,nursing,New York,BLS,Doctorate,intermediate,part-time,19
929,nursing,Los Angeles,CPR ACLS PALS NRP,Doctorate,entry-level,part-time,16
930,nursing,Los Angeles,CPR BLS NRP PALS ACLS,Doctorate,entry-level,night shift,22
931,nursing,Houston,PALS ACLS NRP,Doctorate,advanced,day shift,5
932,nursing,Houston,ACLS PALS BLS NRP CPR,Doctorate,advanced,full-time,7
933,nursing,Los Angeles,ACLS NRP BLS CPR PALS,Doctorate,advanced,night shift,30
934,nursing,Houston,PALS ACLS,Doctorate,intermediate,night shift,23
935,nursing,Philadelphia,CPR PALS,Doctorate,advanced,full-time,30
936,nursing,Chicago,NRP CPR BLS ACLS PALS,Doctorate,intermediate,day shift,16
937,nursing,Los Angeles,BLS PALS NRP ACLS CPR,Doctorate,intermediate,day shift,3
938,nursing,Los Angeles,CPR PALS BLS NRP ACLS,Doctorate,intermediate,night shift,14
939,nursing,New York,ACLS CPR PALS BLS NRP,Doctorate,advanced,part-time,22
940,nursing,New York,CPR PALS,Doctorate,entry-level,full-time,3
941,nursing,New York,BLS PALS ACLS CPR NRP,Doctorate,advanced,full-time,9
942,nursing,Chicago,ACLS NRP PALS BLS CPR,Doctorate,intermediate,part-time,13
943,nursing,Houston,PALS CPR,Doctorate,advanced,full-time,19
944,nursing,Philadelphia,PALS BLS CPR NRP,Doctorate,entry-level,full-time,3
945,nursing,Philadelphia,PALS NRP,Doctorate,intermediate,full-time,11
946,nursing,Chicago,PALS NRP ACLS BLS,Doctorate,intermediate,night shift,25
947,nursing,Los Angeles,CPR NRP PALS BLS ACLS,Doctorate,entry-level,part-time,13
948,nursing,New York,CPR,Doctorate,advanced,full-time,11
949,nursing,Philadelphia,ACLS,Doctorate,entry-level,day shift,2
950,nursing,Chicago,ACLS PALS CPR BLS,Doctorate,intermediate,night shift,23
951,nursing,Houston,PALS,Doctorate,advanced,part-time,18
952,nursing,Houston,CPR BLS PALS NRP ACLS,Doctorate,advanced,night shift,30
953,nursing,New York,NRP,Doctorate,advanced,night shift,26
954,nursing,Philadelphia,ACLS NRP,Doctorate,entry-level,part-time,26
955,nursing,New York,ACLS PALS,Doctorate,entry-level,full-time,2
956,nursing,Los Angeles,BLS CPR PALS,Doctorate,entry-level,day shift,17
957,nursing,New York,NRP ACLS,Doctorate,entry-level,part-time,25
958,nursing,New York,PALS NRP CPR BLS,Doctorate,entry-level,part-time,10
959,nursing,Houston,BLS ACLS CPR NRP PALS,Doctorate,entry-level,day shift,25
960,nursing,New York,PALS ACLS,Doctorate,intermediate,day shift,4
961,nursing,New York,BLS ACLS PALS CPR,Doctorate,advanced,full-time,28
962,nursing,Houston,PALS ACLS CPR BLS,Doctorate,intermediate,part-time,20
963,nursing,Houston,BLS,Doctorate,advanced,part-time,12
964,nursing,Los Angeles,PALS NRP,Doctorate,advanced,night shift,5
965,nursing,Los Angeles,CPR ACLS PALS BLS NRP,Doctorate,intermediate,full-time,18
966,nursing,Los Angeles,CPR NRP,Doctorate,advanced,night shift,19
967,nursing,New York,ACLS CPR,Doctorate,intermediate,part-time,29
968,nursing,New York,ACLS BLS NRP PALS CPR,Doctorate,entry-level,day shift,30
969,nursing,Houston,ACLS,Doctorate,entry-level,day shift,21
970,nursing,New York,BLS PALS ACLS CPR,Doctorate,intermediate,day shift,3
971,nursing,Chicago,CPR PALS BLS ACLS NRP,Doctorate,advanced,day shift,21
972,nursing,New York,BLS ACLS PALS,Doctorate,intermediate,full-time,5
973,nursing,Philadelphia,PALS CPR BLS ACLS,Doctorate,advanced,day shift,8
974,nursing,Philadelphia,BLS CPR NRP,Doctorate,intermediate,part-time,20
975,nursing,Los Angeles,PALS ACLS BLS NRP,Doctorate,advanced,night shift,4
976,nursing,Los Angeles,CPR,Doctorate,intermediate,night shift,16
977,nursing,Chicago,CPR BLS NRP PALS ACLS,Doctorate,intermediate,part-time,3
978,nursing,Houston,PALS,Doctorate,intermediate,part-time,15
979,nursing,Los Angeles,CPR PALS,Doctorate,entry-level,day shift,27
980,nursing,Houston,NRP PALS CPR,Doctorate,intermediate,night shift,3
981,nursing,New York,BLS PALS CPR ACLS NRP,Doctorate,intermediate,part-time,29
982,nursing,New York,BLS NRP PALS,Doctorate,entry-level,part-time,29
983,nursing,Chicago,ACLS NRP CPR BLS,Doctorate,intermediate,day shift,1
984,nursing,Los Angeles,PALS ACLS BLS NRP CPR,Doctorate,advanced,full-time,20
985,nursing,Houston,ACLS,Doctorate,advanced,night shift,8
986,nursing,Los Angeles,PALS CPR,Doctorate,entry-level,night shift,7
987,nursing,New York,BLS PALS CPR ACLS NRP,Doctorate,entry-level,full-time,23
988,nursing,New York,ACLS NRP,Doctorate,entry-level,full-time,29
989,nursing,Houston,CPR NRP ACLS,Doctorate,intermediate,part-time,20
990,nursing,Los Angeles,CPR BLS,Doctorate,intermediate,full-time,1
991,nursing,Philadelphia,PALS ACLS NRP CPR,Doctorate,intermediate,night shift,19
992,nursing,Philadelphia,CPR NRP,Doctorate,intermediate,part-time,8
993,nursing,Los Angeles,ACLS NRP CPR PALS,Doctorate,advanced,night shift,24
994,nursing,Houston,ACLS CPR BLS,Doctorate,advanced,full-time,29
995,nursing,Philadelphia,ACLS CPR NRP BLS PALS,Doctorate,intermediate,night shift,5
996,nursing,Houston,ACLS PALS NRP BLS,Doctorate,entry-level,full-time,10
997,nursing,Philadelphia,BLS PALS NRP CPR,Doctorate,intermediate,day shift,18
998,nursing,Philadelphia,PALS BLS ACLS CPR NRP,Doctorate,intermediate,full-time,30
999,nursing,Los Angeles,CPR NRP PALS,Doctorate,intermediate,full-time,28
1000,nursing,Los Angeles,PALS NRP,Doctorate,entry-level,part-time,13
1001,nursing,Los Angeles,BLS PALS,Doctorate,intermediate,night shift,29
1002,nursing,Philadelphia,ACLS NRP,Doctorate,advanced,full-time,8
1003,nursing,Houston,BLS ACLS NRP PALS,Doctorate,intermediate,day shift,6
1004,nursing,New York,CPR,Doctorate,advanced,day shift,28
1005,nursing,Houston,CPR ACLS PALS NRP,Doctorate,advanced,night shift,5
1006,nursing,Los Angeles,NRP BLS CPR,Doctorate,entry-level,part-time,18
1007,nursing,Houston,NRP BLS ACLS,Doctorate,advanced,day shift,28
1008,nursing,Chicago,BLS,Doctorate,advanced,full-time,7
1009,nursing,Los Angeles,NRP BLS CPR,Doctorate,intermediate,part-time,10
1010,nursing,Philadelphia,CPR,Doctorate,intermediate,night shift,11
1011,nursing,Philadelphia,ACLS PALS CPR BLS NRP,Doctorate,advanced,part-time,18
1012,nursing,Houston,ACLS NRP CPR,Doctorate,advanced,day shift,27
1013,nursing,Los Angeles,BLS CPR,Doctorate,advanced,night shift,17
1014,nursing,New York,NRP CPR ACLS BLS,Doctorate,intermediate,night shift,3
1015,nursing,Chicago,ACLS,Doctorate,entry-level,night shift,20
1016,nursing,Los Angeles,BLS,Doctorate,entry-level,day shift,20
1017,nursing,Los Angeles,PALS NRP ACLS CPR,Doctorate,entry-level,full-time,9
1018,nursing,Los Angeles,BLS ACLS NRP CPR,Doctorate,advanced,full-time,26
1019,nursing,Los Angeles,ACLS PALS BLS,Doctorate,entry-level,full-time,12
1020,nursing,Houston,CPR,Doctorate,entry-level,full-time,1
1021,nursing,Chicago,ACLS NRP BLS CPR PALS,Doctorate,advanced,night shift,14
1022,nursing,Chicago,PALS NRP,Doctorate,entry-level,night shift,7
1023,nursing,Houston,NRP,Doctorate,intermediate,part-time,8
1024,nursing,Los Angeles,ACLS BLS CPR NRP PALS,Doctorate,intermediate,night shift,30
1025,nursing,Houston,PALS CPR ACLS NRP BLS,Doctorate,advanced,part-time,19
1026,nursing,New York,NRP CPR ACLS BLS PALS,Doctorate,intermediate,part-time,12
1027,nursing,Chicago,BLS NRP PALS,Doctorate,entry-level,day shift,30
1028,nursing,Houston,CPR PALS BLS ACLS,Doctorate,advanced,part-time,13
1029,nursing,Philadelphia,CPR,Doctorate,entry-level,part-time,21
1030,nursing,Chicago,PALS ACLS,Doctorate,advanced,full-time,21
1031,nursing,Los Angeles,NRP PALS BLS,Doctorate,intermediate,day shift,17
1032,nursing,Los Angeles,PALS ACLS NRP CPR,Doctorate,entry-level,day shift,2
1033,nursing,Los Angeles,NRP CPR BLS,Doctorate,advanced,part-time,24
1034,nursing,Los Angeles,NRP ACLS PALS,Doctorate,intermediate,day shift,14
1035,nursing,Chicago,PALS CPR NRP BLS,Doctorate,advanced,day shift,9
1036,nursing,New York,ACLS PALS,Doctorate,entry-level,night shift,9
1037,nursing,Chicago,CPR,Doctorate,advanced,full-time,3
1038,nursing,New York,ACLS NRP BLS,Doctorate,intermediate,full-time,26
1039,nursing,Chicago,BLS ACLS PALS CPR,Doctorate,advanced,day shift,8
1040,nursing,New York,CPR NRP PALS,Doctorate,intermediate,part-time,22
1041,nursing,Chicago,ACLS,Doctorate,advanced,day shift,29
1042,nursing,Los Angeles,PALS,Doctorate,entry-level,night shift,22
1043,nursing,Philadelphia,ACLS,Doctorate,entry-level,full-time,5
1044,nursing,Philadelphia,BLS NRP CPR ACLS PALS,Doctorate,intermediate,part-time,27
1045,nursing,New York,BLS ACLS PALS,Doctorate,advanced,day shift,25
1046,nursing,New York,CPR NRP BLS PALS,Doctorate,intermediate,full-time,6
1047,nursing,Chicago,ACLS CPR BLS PALS,Doctorate,intermediate,night shift,10
1048,nursing,New York,CPR NRP,Doctorate,entry-level,full-time,5
1049,nursing,Los Angeles,PALS CPR NRP BLS ACLS,Doctorate,advanced,night shift,9
1050,nursing,Houston,NRP ACLS CPR BLS PALS,Doctorate,advanced,day shift,25
1051,nursing,New York,CPR BLS,Doctorate,entry-level,full-time,5
1052,nursing,Philadelphia,PALS NRP CPR BLS,Doctorate,intermediate,part-time,29
1053,nursing,Philadelphia,NRP PALS BLS,Doctorate,advanced,night shift,15
1054,nursing,Philadelphia,NRP ACLS,Doctorate,intermediate,day shift,28
1055,nursing,Houston,CPR BLS ACLS,Doctorate,intermediate,night shift,12
1056,nursing,Houston,PALS CPR BLS,Doctorate,entry-level,day shift,27
1057,nursing,Philadelphia,NRP BLS,Doctorate,advanced,part-time,10
1058,nursing,Philadelphia,PALS,Doctorate,entry-level,day shift,25
1059,nursing,Houston,PALS CPR BLS,Doctorate,entry-level,full-time,6
1060,nursing,Houston,BLS ACLS PALS,Doctorate,entry-level,part-time,6
1061,nursing,Philadelphia,ACLS NRP CPR BLS,Doctorate,intermediate,part-time,27
1062,nursing,Chicago,CPR,Doctorate,entry-level,part-time,1
1063,nursing,Chicago,ACLS NRP BLS PALS CPR,Doctorate,entry-level,part-time,18
1064,nursing,Chicago,BLS CPR PALS ACLS NRP,Doctorate,intermediate,part-time,1
1065,nursing,Los Angeles,CPR NRP BLS,Doctorate,intermediate,full-time,18
1066,nursing,Houston,BLS PALS ACLS,Doctorate,intermediate,night shift,26
1067,nursing,Chicago,PALS BLS NRP,Doctorate,advanced,day shift,26
1068,nursing,Philadelphia,ACLS CPR,Doctorate,advanced,part-time,30
1069,nursing,Houston,PALS CPR BLS ACLS NRP,Doctorate,entry-level,part-time,14
1070,nursing,Chicago,BLS NRP PALS ACLS,Doctorate,entry-level,night shift,6
1071,nursing,Philadelphia,BLS NRP CPR,Doctorate,advanced,part-time,24
1072,nursing,Chicago,BLS PALS CPR NRP,Doctorate,entry-level,day shift,28
1073,nursing,Philadelphia,CPR NRP BLS ACLS PALS,Doctorate,entry-level,night shift,20
1074,nursing,New York,ACLS CPR PALS,Doctorate,entry-level,part-time,23
1075,nursing,New York,PALS,Doctorate,intermediate,full-time,13
1076,nursing,New York,PALS NRP CPR ACLS,Doctorate,advanced,part-time,5
1077,nursing,Los Angeles,PALS ACLS CPR NRP BLS,Doctorate,entry-level,day shift,19
1078,nursing,Chicago,PALS ACLS,Doctorate,entry-level,day shift,1
1079,nursing,Houston,BLS PALS CPR ACLS,Doctorate,advanced,part-time,12
1080,nursing,Houston,BLS NRP PALS,Doctorate,intermediate,night shift,14
1081,nursing,Houston,BLS CPR ACLS,Doctorate,entry-level,part-time,28
1082,nursing,Chicago,CPR PALS ACLS NRP BLS,Doctorate,entry-level,day shift,27
1083,nursing,Chicago,ACLS CPR,Doctorate,advanced,day shift,1
1084,nursing,Los Angeles,BLS ACLS NRP PALS CPR,Doctorate,intermediate,full-time,23
1085,nursing,Houston,PALS BLS,Doctorate,entry-level,full-time,8
1086,nursing,Los Angeles,ACLS BLS PALS NRP CPR,Doctorate,advanced,night shift,1
1087,nursing,Philadelphia,NRP PALS,Doctorate,advanced,part-time,8
1088,nursing,Los Angeles,PALS BLS NRP CPR,Doctorate,intermediate,night shift,2
1089,nursing,Los Angeles,CPR PALS ACLS BLS NRP,Doctorate,intermediate,full-time,1
1090,nursing,Philadelphia,ACLS,Doctorate,intermediate,day shift,6
1091,nursing,New York,BLS ACLS NRP,Doctorate,intermediate,day shift,8
1092,nursing,Houston,ACLS BLS,Doctorate,entry-level,day shift,16
